Age,Gender,City,Make,Model,SumInsured,Label
56 Years,Male,chakwal,H.City,2020,2200000,Accidental Claim
35 Years,Female ,chakwal,H.City,2018,2267500,Accidental Claim
36 Years ,Female ,Jhelum,S.Alto,2016,935370,Accidental Claim
42  Years,Female ,Jhelum,S.Alto,2020,1047600,Accidental Claim
35 Years,Male,Jhelum,H.City,2014,1500000,Theft Claim
42  Years,Male,Jhelum,H.City,2018,1600000,Fraud Claim
34 Years,Male,Jhelum,S.Bolan,2020,725300,Accidental Claim
56 Years,Male,Jhelum,H.BRV,2020,3265000,Accidental Claim
43 Years,Male,Mardan,H.City,2018,2064606,Accidental Claim
35 Years,Male,chakwal,S.Hustler,2015,1012500,Theft Claim
22 Years,Male,Jhelum,H.Civic,2018,1835000,Accidental Claim
39 Years,Male,Jhelum,S.Bolan,2020,750000,Theft Claim
27 Years,Male,chakwal,S.Mehran,2018,725000,Accidental Claim
56 Years,Male,chakwal,S.Mehran,2020,1395000,Theft Claim
45 Years,Male,Jhelum,S.Alto,2018,886140,Accidental Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Theft Claim
24 Years,Female ,Jhelum,S.Alto,2020,1110600,Accidental Claim
48 Years,Female ,Jhelum,T.Altis,2020,2541150,Accidental Claim
30 Years,Male,Jhelum,H.Civic,2018,2500000,Accidental Claim
46 Years,Male,Peshawar,T.Aqua,2018,2000000,Accidental Claim
63 Years,Male,Peshawar,H.Civic,2020,2427244,Accidental Claim
39 Yerars,Male,Mardan,S.Mehran,2020,1433000,Accidental Claim
46 Years,Female ,chakwal,H.Civic,2020,3179500,Accidental Claim
39 Yerars,Male,Jhelum,H.Civic,2020,3765000,Accidental Claim
42  Years,Male,Jhelum,H.Civic,2020,3550000,Accidental Claim
40 Years,Female ,Jhelum,H.BRV,2020,2607500,Accidental Claim
29 Years,Female ,chakwal,S.Swift,2018,1074836,Theft Claim
40 Years,Male,chakwal,S.Mehran,2018,550000,Accidental Claim
25 Years,Male,chakwal,H.Civic,2018,3907000,Theft Claim
39 Years,Male,chakwal,S.Alto,2015,988200,Accidental Claim
25 Years,Female ,Jhelum,H.Civic,2018,2600000,Theft Claim
36 years ,Female ,Jhelum,H.City,2016,1772000,Accidental Claim
24 Years,Male,Jhelum,S.Alto,2018,908650,Theft Claim
46 years,Female ,chakwal,S.Mehran,2020,1295000,Accidental Claim
60 years,Male,Jhelum,H.Civic,2020,3907000,Accidental Claim
47 years ,Female ,Muzaffarabad,S.Mehran,2020,601003,Accidental Claim
42 Years,Male,chakwal,S.Mehran,2020,1518000,Accidental Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,Accidental Claim
27 Years,Female ,chakwal,S.Mehran,2015,502239,Accidental Claim
45 Years,Female ,chakwal,S.Mehran,2016,1057515,Accidental Claim
38 Years,Female ,chakwal,H.City,2016,1225000,Accidental Claim
42  Years,Male,Jhelum,H.Civic,2013,2000000,Accidental Claim
40 Years,Male,Jhelum,S.Swift,2018,1225000,Accidental Claim
70 Years,Male,Jhelum,H.City,2015,1700000,Theft Claim
30 Years,Female ,Peshawar,S.Alto,2018,1029600,Accidental Claim
65 Years,Female ,Peshawar,T.Altis,2014,1500000,Theft Claim
42  Years,Female ,Taxila,S.Cultus,2018,1251909,Accidental Claim
73 Years,Male,Jhelum,H.City,2015,1772000,Theft Claim
56 Years,Male,Jhelum,H.City,2018,2200000,Accidental Claim
35 Years,Female ,Jhelum,H.City,2020,2267500,Theft Claim
36 Years ,Female ,Peshawar,S.Alto,2018,935370,Accidental Claim
42  Years,Female ,Jhelum,S.Alto,2018,1047600,Accidental Claim
35 Years,Male,Taxila,H.City,2018,1500000,Accidental Claim
42  Years,Male,Taxila,H.City,2018,1600000,Accidental Claim
34 Years,Male,chakwal,S.Bolan,2020,725300,Accidental Claim
56 Years,Male,Taxila,H.BRV,2020,3265000,Accidental Claim
43 Years,Male,Peshawar,H.City,2018,2064606,Accidental Claim
35 Years,Male,Peshawar,S.Hustler,2014,1012500,Accidental Claim
22 Years,Female ,Jhelum,H.Civic,2018,1835000,Accidental Claim
39 Years,Female ,Jhelum,S.Bolan,2020,750000,Accidental Claim
27 Years,Female ,chakwal,S.Mehran,2016,725000,Accidental Claim
56 Years,Male,Jhelum,S.Mehran,2020,1395000,Accidental Claim
45 Years,Male,Jhelum,S.Alto,2018,886140,Theft Claim
36 Years ,Male,Jhelum,T.Aqua,2018,2600000,Fraud Claim
24 Years,Female ,Jhelum,S.Alto,2018,1110600,Accidental Claim
48 Years,Male,Jhelum,T.Altis,2018,2541150,Accidental Claim
30 Years,Female ,Jhelum,H.Civic,2018,2500000,Accidental Claim
46 Years,Male,Jhelum,T.Aqua,2016,2000000,Accidental Claim
63 Years,Male,Peshawar,H.Civic,2020,2427244,Theft Claim
39 Yerars,Male,Peshawar,S.Mehran,2020,1433000,Accidental Claim
46 Years,Female ,Jhelum,H.Civic,2020,3179500,Theft Claim
39 Yerars,Male,chakwal,H.Civic,2020,3765000,Accidental Claim
42  Years,Male,chakwal,H.Civic,2020,3550000,Accidental Claim
40 Years,Female ,chakwal,H.BRV,2020,2607500,Accidental Claim
29 Years,Female ,Jhelum,S.Swift,2018,1074836,Accidental Claim
40 Years,Male,Jhelum,S.Mehran,2018,550000,Accidental Claim
25 Years,Male,Jhelum,H.Civic,2020,3907000,Theft Claim
39 Years,Male,Mardan,S.Alto,2014,988200,Accidental Claim
25 Years,Female ,Jhelum,H.Civic,2018,2600000,Accidental Claim
36 years ,Female ,Jhelum,H.City,2018,1772000,Accidental Claim
24 Years,Male,Jhelum,S.Alto,2018,908650,Accidental Claim
46 years,Female ,chakwal,S.Mehran,2020,1295000,Accidental Claim
60 years,Male,Jhelum,H.Civic,2020,3907000,Accidental Claim
47 years ,Female ,Muzaffarabad,S.Mehran,2020,601003,Accidental Claim
42 Years,Male,chakwal,S.Mehran,2020,1518000,Accidental Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,Accidental Claim
27 Years,Male,chakwal,S.Mehran,2016,502239,Theft Claim
45 Years,Male,Jhelum,S.Mehran,2016,1057515,Fraud Claim
38 Years,Male,Jhelum,H.City,2016,1225000,Accidental Claim
42  Years,Male,Jhelum,H.Civic,2013,2000000,Accidental Claim
40 Years,Male,Jhelum,S.Swift,2018,1225000,Accidental Claim
70 Years,Male,Jhelum,H.City,2015,1700000,Accidental Claim
30 Years,Male,Jhelum,S.Alto,2018,1029600,Accidental Claim
65 Years,Female ,Jhelum,T.Altis,2015,1500000,Accidental Claim
42  Years,Male,Taxila,S.Cultus,2020,1251909,Accidental Claim
73 Years,Male,chakwal,H.City,2016,1772000,Theft Claim
56 Years,Male,chakwal,H.City,2020,2200000,Fraud Claim
35 Years,Female ,chakwal,H.City,2018,2267500,Accidental Claim
36 Years ,Female ,Jhelum,S.Alto,2016,935370,Theft Claim
42  Years,Female ,Jhelum,S.Alto,2020,1047600,Accidental Claim
35 Years,Male,Jhelum,H.City,2014,1500000,Theft Claim
42  Years,Male,Jhelum,H.City,2018,1600000,Accidental Claim
34 Years,Male,Jhelum,S.Bolan,2020,725300,Theft Claim
56 Years,Male,Jhelum,H.BRV,2020,3265000,Accidental Claim
43 Years,Male,Mardan,H.City,2018,2064606,Theft Claim
35 Years,Male,chakwal,S.Hustler,2015,1012500,Accidental Claim
22 Years,Male,Jhelum,H.Civic,2018,1835000,Theft Claim
39 Years,Male,Jhelum,S.Bolan,2020,750000,Accidental Claim
27 Years,Male,chakwal,S.Mehran,2018,725000,Theft Claim
56 Years,Male,chakwal,S.Mehran,2020,1395000,Accidental Claim
45 Years,Male,Jhelum,S.Alto,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Accidental Claim
24 Years,Female ,Jhelum,S.Alto,2020,1110600,Theft Claim
48 Years,Female ,Jhelum,T.Altis,2020,2541150,Accidental Claim
30 Years,Male,Jhelum,H.Civic,2018,2500000,Theft Claim
46 Years,Male,Peshawar,T.Aqua,2018,2000000,Accidental Claim
63 Years,Male,Peshawar,H.Civic,2020,2427244,Theft Claim
39 Yerars,Male,Mardan,S.Mehran,2020,1433000,Accidental Claim
46 Years,Female ,chakwal,H.Civic,2020,3179500,Theft Claim
39 Yerars,Male,Jhelum,H.Civic,2020,3765000,No Claim
42  Years,Male,Jhelum,H.Civic,2020,3550000,No Claim
40 Years,Female ,Jhelum,H.BRV,2020,2607500,No Claim
29 Years,Female ,chakwal,S.Swift,2018,1074836,No Claim
40 Years,Male,chakwal,S.Mehran,2018,550000,No Claim
25 Years,Male,chakwal,H.Civic,2018,3907000,No Claim
39 Years,Male,chakwal,S.Alto,2015,988200,No Claim
25 Years,Female ,Jhelum,H.Civic,2018,2600000,No Claim
36 years ,Female ,Jhelum,H.City,2016,1772000,No Claim
24 Years,Male,Jhelum,S.Alto,2018,908650,No Claim
46 years,Female ,chakwal,S.Mehran,2020,1295000,No Claim
60 years,Male,Jhelum,H.Civic,2020,3907000,No Claim
47 years ,Female ,Muzaffarabad,S.Mehran,2020,601003,No Claim
42 Years,Male,chakwal,S.Mehran,2020,1518000,No Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,No Claim
27 Years,Female ,chakwal,S.Mehran,2015,502239,No Claim
45 Years,Female ,chakwal,S.Mehran,2016,1057515,No Claim
38 Years,Female ,chakwal,H.City,2016,1225000,No Claim
42  Years,Male,Jhelum,H.Civic,2013,2000000,No Claim
40 Years,Male,Jhelum,S.Swift,2018,1225000,No Claim
70 Years,Male,Jhelum,H.City,2015,1700000,No Claim
30 Years,Female ,Peshawar,S.Alto,2018,1029600,No Claim
65 Years,Female ,Peshawar,T.Altis,2014,1500000,No Claim
42  Years,Female ,Taxila,S.Cultus,2018,1251909,No Claim
73 Years,Male,Jhelum,H.City,2015,1772000,No Claim
56 Years,Male,Jhelum,H.City,2018,2200000,No Claim
35 Years,Female ,Jhelum,H.City,2020,2267500,No Claim
36 Years ,Female ,Peshawar,S.Alto,2018,935370,No Claim
42  Years,Female ,Jhelum,S.Alto,2018,1047600,No Claim
35 Years,Male,Taxila,H.City,2018,1500000,No Claim
42  Years,Male,Taxila,H.City,2018,1600000,No Claim
34 Years,Male,chakwal,S.Bolan,2020,725300,No Claim
56 Years,Male,Taxila,H.BRV,2020,3265000,No Claim
43 Years,Male,Peshawar,H.City,2018,2064606,No Claim
35 Years,Male,Peshawar,S.Hustler,2014,1012500,No Claim
22 Years,Female ,Jhelum,H.Civic,2018,1835000,Accidental Claim
39 Years,Female ,Jhelum,S.Bolan,2020,750000,Theft Claim
27 Years,Female ,chakwal,S.Mehran,2016,725000,Fraud Claim
56 Years,Male,Jhelum,S.Mehran,2020,1395000,No Claim
45 Years,Male,Jhelum,S.Alto,2018,886140,Accidental Claim
36 Years ,Male,Jhelum,T.Aqua,2018,2600000,Theft Claim
24 Years,Female ,Jhelum,S.Alto,2018,1110600,Accidental Claim
48 Years,Male,Jhelum,T.Altis,2018,2541150,Theft Claim
30 Years,Female ,Jhelum,H.Civic,2018,2500000,Accidental Claim
46 Years,Male,Jhelum,T.Aqua,2016,2000000,Theft Claim
63 Years,Male,Peshawar,H.Civic,2020,2427244,Accidental Claim
39 Yerars,Male,Peshawar,S.Mehran,2020,1433000,Theft Claim
46 Years,Female ,Jhelum,H.Civic,2020,3179500,Accidental Claim
39 Yerars,Male,chakwal,H.Civic,2020,3765000,Theft Claim
42  Years,Male,chakwal,H.Civic,2020,3550000,Accidental Claim
40 Years,Female ,chakwal,H.BRV,2020,2607500,Theft Claim
29 Years,Female ,Jhelum,S.Swift,2018,1074836,Accidental Claim
40 Years,Male,Jhelum,S.Mehran,2018,550000,Theft Claim
25 Years,Male,Jhelum,H.Civic,2020,3907000,Accidental Claim
39 Years,Male,Mardan,S.Alto,2014,988200,Theft Claim
25 Years,Female ,Jhelum,H.Civic,2018,2600000,Accidental Claim
36 years ,Female ,Jhelum,H.City,2018,1772000,Theft Claim
24 Years,Male,Jhelum,S.Alto,2018,908650,Accidental Claim
46 years,Female ,chakwal,S.Mehran,2020,1295000,Theft Claim
60 years,Male,Jhelum,H.Civic,2020,3907000,Accidental Claim
47 years ,Female ,Muzaffarabad,S.Mehran,2020,601003,Theft Claim
42 Years,Male,chakwal,S.Mehran,2020,1518000,Accidental Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,Theft Claim
27 Years,Male,chakwal,S.Mehran,2016,502239,Accidental Claim
70 Years,Male,Peshawar,H.City,2015,1700000,Theft Claim
30 Years,Male,Jhelum,S.Alto,2018,1029600,Accidental Claim
45 Years,Female ,Jhelum,T.Altis,2014,1500000,Theft Claim
42  Years,Male,Taxila,S.Cultus,2018,1251909,No Claim
73 Years,Male,Jhelum,H.City,2015,1772000,No Claim
56 Years,Male,Taxila,H.City,2018,2200000,No Claim
35 Years,Male,chakwal,Suzuki Clutus,2020,2267500,No Claim
36 Years ,Female ,Jhelum,S.Alto,2015,935370,No Claim
42  Years,Male,chakwal,S.Alto,2016,1047600,No Claim
35 Years,Female ,Jhelum,H.City,2018,1500000,No Claim
42  Years,Male,Taxila,H.City,2018,1600000,No Claim
34 Years,Female ,Jhelum,S.Bolan,2020,725300,No Claim
56 Years,Male,Jhelum,H.BRV,2018,3265000,No Claim
43 Years,Female ,Mardan,H.City,2018,2064606,No Claim
35 Years,Male,chakwal,S.Hustler,2016,1012500,No Claim
22 Years,Male,Taxila,H.Civic,2018,1835000,No Claim
39 Years,Female ,Jhelum,S.Bolan,2020,750000,No Claim
27 Years,Male,chakwal,Prince Pearl,2016,725000,No Claim
56 Years,Male,chakwal,S.Mehran,2020,1395000,No Claim
45 Years,Female ,Jhelum,S.Alto,2018,886140,No Claim
36 Years ,Male,Mardan,T.Aqua,2018,2600000,No Claim
24 Years,Female ,Jhelum,S.Mehran,2018,1110600,No Claim
48 Years,Male,Jhelum,T.Altis,2018,2541150,No Claim
30 Years,Female ,Jhelum,H.Civic,2018,2500000,No Claim
46 Years,Female ,Peshawar,T.Aqua,2015,2000000,No Claim
63 Years,Male,Peshawar,H.Civic,2018,2427244,No Claim
39 Yerars,Female ,Mardan,S.Mehran,2018,1433000,No Claim
46 Years,Female ,chakwal,H.Civic,2018,3179500,No Claim
39 Yerars,Male,Jhelum,H.Civic,2020,3765000,No Claim
42  Years,Male,chakwal,H.Civic,2020,3550000,No Claim
40 Years,Female ,Taxila,H.BRV,2020,2607500,No Claim
29 Years,Female ,Mardan,S.Swift,2018,1074836,No Claim
40 Years,Male,Jhelum,S.Mehran,2018,550000,No Claim
25 Years,Female ,chakwal,H.Civic,2020,3907000,No Claim
39 Years,Male,chakwal,cultus,2014,988200,No Claim
25 Years,Female ,Jhelum,H.Civic,2018,2600000,No Claim
36 years ,Female ,Jhelum,H.City,2014,1772000,No Claim
24 Years,Male,Jhelum,S.Alto,214,908650,No Claim
46 years,Female ,chakwal,S.Mehran,2018,1295000,Accidental Claim
60 years,Male,Jhelum,H.Civic,2020,3907000,Theft Claim
47 years ,Female ,Muzaffarabad,S.Mehran,2018,601003,Fraud Claim
42 Years,Male,chakwal,S.Mehran,2018,1518000,No Claim
36 Years,Male,Muzaffarabad,S.Mehran,2015,516132,Accidental Claim
27 Years,Male,chakwal,S.Mehran,2014,502239,Theft Claim
45 Years,Male,chakwal,S.Mehran,2018,1057515,Accidental Claim
38 Years,Male,chakwal,H.City,2016,1225000,Theft Claim
42  Years,Male,chakwal,H.Civic,2014,2000000,Accidental Claim
40 Years,Male,chakwal,S.Swift,2018,1225000,Theft Claim
70 Years,Male,chakwal,H.City,2016,1700000,Accidental Claim
30 Years,Female ,Jhelum,S.Alto,2020,1029600,Theft Claim
65 Years,Female ,Jhelum,T.Altis,2015,1500000,Accidental Claim
42  Years,Male,Taxila,S.Cultus,2020,1251909,Theft Claim
73 Years,Male,chakwal,H.City,2016,1772000,Accidental Claim
56 Years,Male,chakwal,H.City,2018,2200000,Theft Claim
35 Years,Female ,chakwal,H.City,2020,2267500,Accidental Claim
36 Years ,Female ,Jhelum,S.Alto,2018,935370,Theft Claim
42  Years,Female ,Jhelum,S.Alto,2018,1047600,Accidental Claim
35 Years,Female ,Jhelum,H.City,2018,1500000,Theft Claim
42  Years,Female ,Jhelum,H.City,2018,1600000,Accidental Claim
34 Years,Female ,Jhelum,S.Bolan,2020,725300,Theft Claim
56 Years,Female ,Jhelum,H.BRV,2020,3265000,Accidental Claim
43 Years,Female ,Mardan,H.City,2018,2064606,Theft Claim
35 Years,Female ,chakwal,S.Hustler,2014,1012500,Accidental Claim
22 Years,Male,Jhelum,H.Civic,2018,1835000,Theft Claim
39 Years,Female ,Jhelum,S.Bolan,2020,750000,Accidental Claim
27 Years,Male,chakwal,S.Mehran,2016,725000,Theft Claim
56 Years,Female ,chakwal,S.Mehran,2020,1395000,Accidental Claim
45 Years,Male,Jhelum,S.Alto,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Accidental Claim
24 Years,Female ,Jhelum,S.Alto,2018,1110600,Theft Claim
48 Years,Female ,Jhelum,T.Altis,2018,2541150,No Claim
30 Years,Male,Jhelum,H.Civic,2018,2500000,No Claim
46 Years,Male,Peshawar,T.Aqua,2016,2000000,No Claim
63 Years,Male,Peshawar,H.Civic,2018,2427244,No Claim
39 Yerars,Male,Mardan,S.Mehran,2020,1433000,No Claim
46 Years,Female ,chakwal,H.Civic,2018,3179500,No Claim
39 Yerars,Male,Jhelum,H.Civic,2018,3765000,No Claim
42  Years,Male,Jhelum,H.Civic,2018,3550000,No Claim
40 Years,Female ,Jhelum,H.BRV,2018,2607500,No Claim
29 Years,Female ,chakwal,S.Swift,2018,1074836,No Claim
40 Years,Male,chakwal,S.Mehran,2018,550000,No Claim
25 Years,Male,chakwal,H.Civic,2018,3907000,No Claim
39 Years,Male,chakwal,S.Alto,2015,988200,No Claim
25 Years,Female ,Jhelum,H.Civic,2015,2600000,No Claim
36 years ,Female ,Jhelum,H.City,2016,1772000,No Claim
35 Years,Male,Jhelum,H.City,2018,1500000,No Claim
42  Years,Male,Jhelum,H.City,2018,1600000,No Claim
34 Years,Male,Jhelum,S.Bolan,2020,725300,No Claim
56 Years,Male,Jhelum,H.BRV,2020,3265000,No Claim
43 Years,Male,Mardan,H.City,2018,2064606,No Claim
35 Years,Male,chakwal,S.Hustler,2014,1012500,No Claim
22 Years,Male,Jhelum,H.Civic,2018,1835000,No Claim
39 Years,Male,Jhelum,S.Bolan,2020,750000,No Claim
27 Years,Male,chakwal,S.Mehran,2016,725000,No Claim
56 Years,Male,chakwal,S.Mehran,2020,1395000,No Claim
45 Years,Male,chakwal,S.Mehran,2016,1057515,No Claim
38 Years,Male,chakwal,H.City,2016,1225000,No Claim
42  Years,Male,chakwal,H.Civic,2013,2000000,No Claim
40 Years,Male,chakwal,S.Swift,2018,1225000,No Claim
70 Years,Male,chakwal,H.City,2015,1700000,No Claim
30 Years,Female ,Jhelum,S.Alto,2018,1029600,No Claim
65 Years,Female ,Jhelum,T.Altis,2014,1500000,No Claim
42  Years,Male,Taxila,S.Cultus,2018,1251909,No Claim
73 Years,Male,chakwal,H.City,2015,1772000,No Claim
56 Years,Male,chakwal,H.City,2018,2200000,No Claim
35 Years,Female ,chakwal,H.City,2020,2267500,Accidental Claim
36 Years ,Female ,Jhelum,S.Alto,2018,935370,Theft Claim
42  Years,Female ,Jhelum,S.Alto,2018,1047600,Fraud Claim
35 Years,Male,Jhelum,H.City,2018,1500000,No Claim
42  Years,Male,Jhelum,H.City,2018,1600000,Accidental Claim
34 Years,Male,Jhelum,S.Bolan,2020,725300,Theft Claim
56 Years,Male,Jhelum,H.BRV,2020,3265000,Accidental Claim
43 Years,Male,Mardan,H.City,2018,2064606,Theft Claim
35 Years,Male,chakwal,S.Hustler,2014,1012500,Accidental Claim
22 Years,Male,Jhelum,H.Civic,2018,1835000,Theft Claim
39 Years,Male,Jhelum,S.Bolan,2020,750000,Accidental Claim
32 Years,Female,Jhelum,S.Mehran,2018,725000,Fraud Claim
51 Years,Female,Jhelum,S.Alto,2021,1395000,No Claim
49 Years,Female,Taxia,S.Wagon-R,2018,886140,Accidental Claim
36 Years ,Female,Peshawar,T.Aqua,2018,2600000,Theft Claim
24 Years,FeFemale ,Taxia,S.Wagon-R,2020,1110600,Fraud Claim
52 Years,FeFemale ,Taxia,T.Altis,2020,2541150,No Claim
30 Years,Female,Taxia,T.Grande,2018,2500000,Accidental Claim
46 Years,Female,Peshawar,T.Aqua,2018,2000000,Theft Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,Fraud Claim
39 Yerars,Female,Mardan,S.Alto,2020,1433000,Fraud Claim
46 Years,FeFemale ,Jhelum,T.Grande,2020,3179500,No Claim
39 Yerars,Female,Jhelum,T.Grande,2020,3765000,No Claim
51 Years,Female,Taxia,T.Grande,2020,3550000,No Claim
40 Years,FeFemale ,Taxia,H.BRV,2020,2607500,No Claim
29 Years,FeFemale ,Jhelum,S.Swift,2018,1074836,No Claim
40 Years,Female,Jhelum,S.Mehran,2018,550000,Fraud Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,No Claim
39 Years,Female,Jhelum,S.Wagon-R,2014,988200,Accidental Claim
25 Years,FeFemale ,Taxia,T.Grande,2018,2600000,Theft Claim
36 years ,FeFemale ,Taxia,T.GLI,2015,1772000,Fraud Claim
24 Years,Female,Taxia,S.Wagon-R,2018,908650,No Claim
46 years,FeFemale ,Jhelum,S.Alto,2020,1295000,Accidental Claim
60 years,Female,Jhelum,T.Grande,2021,3907000,Theft Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2020,601003,Fraud Claim
42 Years,Female,chakwal,S.Alto,2021,1518000,Fraud Claim
36 Years,Female,Muzaffarabad,S.Mehran,2018,516132,No Claim
32 Years,Female,chakwal,S.Mehran,2015,502239,No Claim
25 Years,Female,Jhelum,S.Mehran,2018,601800,No Claim
60 Years,Female,Jhelum,S.Mehran,2020,607500,No Claim
30 Years,Female,Jhelum,Honda  City,2020,1304910,No Claim
37 Years ,Female,Jhelum,Suzuki  Bolan,2020,607500,No Claim
40 Years,Female,Mir Pur AJK,Honda  CIVIC VTI ORIEL P/T,2020,2134755,No Claim
21 Years ,Female,Jhelum,Suzuki  Bolan,2018,528525,No Claim
40 Years ,Female,Jhelum,Honda  Civic Oriel,2020,2635500,No Claim
25 Years,Female,Chakwal,Suzuki  Mehran,2018,625860,No Claim
35 Years,Female,Jhelum,Kia  Sportage AWD,2020,5399000,No Claim
60 Years,Female,Jhelum,Suzuki  Wagon R,2018,886146,No Claim
49 Years,Female,Jhelum,Suzuki Wagon R,2018,1057515,No Claim
40 years,Female,Jhelum,Toyata Vitz,2018,1225000,No Claim
51 Years,Female,Jhelum,T.Grande,2013,2000000,No Claim
40 Years,Female,Taxia,Honda city,2018,1225000,No Claim
70 Years,Female,Peshawar,H.City,2015,1700000,No Claim
30 Years,Female,Taxia,S.Wagon-R,2020,1029600,No Claim
49 Years,FeFemale ,Taxia,T.Altis,2014,1500000,No Claim
51 Years,Female,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2015,1772000,No Claim
51 Years,Female,Taxila,T.GLI,2020,2200000,No Claim
35 Years,Female,Jhelum,Suzuki Clutus,2020,2267500,No Claim
36 Years ,FeFemale ,Taxia,S.Wagon-R,2015,935370,No Claim
51 Years,Female,Jhelum,S.Wagon-R,2018,1047600,No Claim
35 Years,FeFemale ,Taxia,H.City,2020,1500000,No Claim
51 Years,Female,Taxila,H.City,2020,1600000,No Claim
34 Years,FeFemale ,Taxia,S.Bolan,2020,725300,No Claim
51 Years,Female,Jhelum,H.BRV,2020,3265000,No Claim
43 Years,FeFemale ,Mardan,T.GLI,2020,2064606,No Claim
35 Years,Female,Jhelum,S.Hustler,2018,1012500,No Claim
22 Years,Female,Taxila,T.Grande,2018,1835000,No Claim
39 Years,FeFemale ,Taxia,S.Bolan,2020,750000,No Claim
32 Years,Female,Jhelum,Prince Pearl,2018,725000,No Claim
51 Years,Female,Jhelum,S.Alto,2020,1395000,Accidental Claim
49 Years,FeFemale ,Taxia,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Female,Mardan,T.Aqua,2018,2600000,Fraud Claim
24 Years,FeFemale ,Taxia,S.Alto,2018,1110600,No Claim
52 Years,Female,Taxia,T.Altis,2020,2541150,Accidental Claim
30 Years,FeFemale ,Taxia,T.Grande,2018,2500000,Theft Claim
46 Years,FeFemale ,Peshawar,T.Aqua,2015,2000000,Accidental Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,Theft Claim
39 Yerars,FeFemale ,Mardan,S.Alto,2020,1433000,Accidental Claim
46 Years,FeFemale ,Jhelum,T.Grande,2020,3179500,Theft Claim
39 Yerars,Female,Taxia,T.Grande,2020,3765000,Accidental Claim
51 Years,Female,Jhelum,T.Grande,2020,3550000,Fraud Claim
40 Years,FeFemale ,Taxila,H.BRV,2020,2607500,No Claim
29 Years,FeFemale ,Mardan,S.Swift,2018,1074836,Accidental Claim
40 Years,Female,Jhelum,S.Mehran,2018,550000,Theft Claim
25 Years,FeFemale ,Jhelum,T.Grande,2020,3907000,Fraud Claim
39 Years,Female,Jhelum,cultus,2014,988200,No Claim
25 Years,FeFemale ,Taxia,T.Grande,2020,2600000,Accidental Claim
36 years ,FeFemale ,Taxia,T.GLI,2014,1772000,Theft Claim
24 Years,Female,Taxia,S.Wagon-R,214,908650,Fraud Claim
46 years,FeFemale ,Jhelum,S.Alto,2020,1295000,Fraud Claim
60 years,Female,Jhelum,T.Grande,2020,3907000,No Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2018,601003,No Claim
42 Years,Female,chakwal,S.Alto,2020,1518000,No Claim
36 Years,Female,Muzaffarabad,S.Mehran,2015,516132,No Claim
32 Years,Female,chakwal,S.Mehran,2014,502239,No Claim
49 Years,Female,Jhelum,S.Alto,2018,1057515,No Claim
38 Years,Female,Jhelum,H.City,2018,1225000,No Claim
51 Years,Female,Jhelum,T.Grande,2014,2000000,No Claim
40 Years,Female,Jhelum,S.Swift,2020,1225000,No Claim
70 Years,Female,Jhelum,H.City,2018,1700000,No Claim
30 Years,FeFemale ,Taxia,S.Wagon-R,2020,1029600,No Claim
65 Years,FeFemale ,Taxia,T.Altis,2015,1500000,No Claim
51 Years,Female,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2018,1772000,No Claim
51 Years,Female,Jhelum,T.GLI,2018,2200000,No Claim
35 Years,FeFemale ,Jhelum,H.City,2021,2267500,No Claim
36 Years ,FeFemale ,Taxia,S.Wagon-R,2020,935370,No Claim
51 Years,FeFemale ,Taxia,S.Wagon-R,2018,1047600,No Claim
35 Years,FeFemale ,Taxia,H.City,2020,1500000,No Claim
51 Years,FeFemale ,Taxia,H.City,2020,1600000,No Claim
34 Years,FeFemale ,Taxia,S.Bolan,2020,725300,No Claim
51 Years,FeFemale ,Jhelum,H.BRV,2020,3265000,No Claim
43 Years,FeFemale ,Mardan,T.GLI,2020,2064606,No Claim
35 Years,FeFemale ,Jhelum,S.Hustler,2014,1012500,No Claim
22 Years,Female,Taxia,T.Grande,2018,1835000,No Claim
39 Years,FeFemale ,Taxia,S.Bolan,2020,750000,No Claim
32 Years,Female,Jhelum,S.Mehran,2018,725000,No Claim
51 Years,FeFemale ,Jhelum,S.Alto,2021,1395000,No Claim
49 Years,Female,Taxia,S.Wagon-R,2018,886140,No Claim
36 Years ,Female,Peshawar,T.Aqua,2018,2600000,Accidental Claim
24 Years,FeFemale ,Taxia,S.Wagon-R,2020,1110600,Theft Claim
52 Years,FeFemale ,Taxia,T.Altis,2020,2541150,Fraud Claim
